0,572331308694695936
1,576574194600812544
2,575955870745374720
3,569634723108032513
4,568179454326935552
5,565764107379683328
6,572331935139147776
7,573224347520921600
8,563495413957668864
9,565030714815442944
10,575971524659675136
11,575960665501802496
12,572336027316060160
13,564898293067415553
14,575961049280573440
15,575978137592320000
16,564576545537155073
17,564687224239714304
18,563554626465587200
19,565756148159369216
20,564905730315010049
21,569202077714419713
22,573020985974124544
23,436562994705620992
24,387967465843470336
25,573772320222785536
26,573402624629739520
27,575734296171954176
28,570814936219127809
29,572326479020703745
30,575897479612248064
31,572339643909214208
32,508668895440687105
33,576465402491973632
34,576467761494298624
35,575346247470477313
36,570847322139045889
37,432642452474703872
38,572350607396192256
39,563461968393031680
40,566314345530150912
41,572358838436814848
42,569295613268865024
43,569893126883684352
44,575598954097717248
45,575597490700865537
46,575443531679973376
47,563240152718245888
48,571851556418560000
49,576543690140708864
50,571506370186498048
51,575964487813070848
52,570820563557490688
53,569185213164625922
54,575957605585063936
55,573943210608738304
56,564907442417315840
57,469560664269135872
58,575952826721001473
59,565506048849879041
60,570993273327587329
61,563844668937359360
62,563881088221581312
63,564679246132424704
64,568302538312650752
65,462635427212439552
66,575597359456854016
67,575597279744245760
68,565039853499195392
69,568302538312650752
70,561003545827487745
71,566064083183894528
72,597147524751757313
73,576190185085374464
74,563377797763047425
75,546063585630121985
76,538063590528258048
77,525080857187717120
78,576475960154808320
79,572337338023481344
80,576495283091046400
81,569236278882873345
82,562779982926454784
83,569612886722486272
84,575957742487105536
85,565031327003443200
86,575995400261218305
87,532643742998872064
88,566383483707068416
89,560156857617362944
90,502319195909263362
91,572347584339046402
92,564585379148222464
93,540890385187606528
94,594924154723368960
95,576132080146477056
96,596718183106613248
97,392322078906413056
98,563318055527145472
99,560191214344224768
100,420633053317169152
101,596744786670850048
102,562780644569530368
103,575641593576878080
104,575989138215702529
105,568825114759798784
106,570848898966630400
107,575604102236786688
108,572332605242150912
109,563301407684431872
110,564691340013740032
111,503337777602498560
112,576475695276118017
113,552503743229722626
114,563302382381977600
115,573305240772059136
116,575960626461200384
117,570671729506439168
118,565759548678737921
119,490551472174931968
120,572336600706727937
121,576405018603085824
122,519910148891246592
123,575809319234637824
124,596379188635930624
125,597347571112091648
126,595247006907379713
127,575644674938925056
128,573554519839105024
129,572352010126680065
130,572349247435120640
131,567835937444532225
132,570228932198449152
133,596029560312844288
134,569954478553608192
135,566716837274988545
136,575612126196207616
137,576191508044333056
138,599670079484100608
139,575948250210942976
140,568668939045048320
141,574322211936301056
142,576165719089360896
143,573387334093180928
144,539176875063402497
145,566984979595661312
146,569202720948621312
147,575603744110350337
148,564612071434633217
149,572342190111793152
150,563066632873185280
151,564680527341318145
152,575958591527505920
153,565042620326363136
154,575959816239124480
155,576515212511178753
156,572327831411138561
157,575597866955194368
158,572335936282865664
159,575597194616549376
160,498561232707006464
161,572204238639636481
162,572348637721698304
163,489876898487742465
164,563412461647175680
165,431611008377835520
166,575891807873040384
167,562780875625336833
168,575959375447134209
169,575955038247358464
170,564627148577595393
171,563862830336585728
172,485995827198824449
173,575953094896263168
174,575635628001398785
175,575959850120671232
176,573366540063535105
177,564574441095823360
178,564926223189413888
179,599290361102540800
180,572335553170952194
181,575595558502580224
182,572942312856137729
183,567029463104253952
184,566314384839159808
185,576199471161184256
186,396715789308293120
187,573243928863891457
188,571715154242506753
189,575975280503738368
190,576493289978753024
191,572514563461005313
192,565042095069466625
193,575952577252171778
194,575597637908348928
195,575596519522332672
196,500116628072574977
197,562868669756493824
198,564681175797489664
199,603553480754778112
200,564575909559435264
201,567808215275274240
202,576230489729662976
203,564899036583301120
204,546063680228442112
205,564678897573183489
206,563780038361755648
207,575961895246688256
208,572330256134103040
209,564627423031877635
210,575596309358362625
211,575805041665245184
212,575958066132209664
213,597700890858954752
214,575605305909735424
215,596748512651399168
216,563027947423272960
217,564586623350747136
218,560291417134993408
219,572339607829794816
220,447921118297350144
221,563754432743997440
222,384042907067363328
223,575705043124502528
224,570995931610374144
225,572330415031119872
226,525723899322191872
227,574389407802753025
228,572330469460606977
229,391666068554399744
230,575627663403933696
231,564286601203687424
232,572342978255048705
233,562853510426148865
234,563862695938490368
235,562305764459831298
236,575957412747853824
237,563857790926475264
238,573769677278699520
239,567090167765143552
240,576470692922826753
241,575960227482206208
242,576537703744835584
243,563457878736896000
244,563773630283145217
245,568323655370846209
246,397576347226103810
247,572348132899479554
248,572333830209712128
249,568455676889944064
250,395289949404008448
251,518831310035767297
252,564630993554788352
253,572348420821667841
254,570792570856427520
255,562943065523240961
256,572335482618556416
257,563050567757750272
258,563458131540205568
259,571718508985262080
260,572333034319454208
261,566478224092188673
262,598711423821221889
263,567027400689475584
264,575602246659919873
265,575969211446534144
266,594587741255405568
267,572333705991045120
268,572221262207979520
269,564679733053362176
270,573206194229125121
271,566717810751991808
272,563363714401705986
273,596362306931462146
274,570018879415541760
275,574408058111066113
276,573277951451533312
277,576500438008094720
278,596737345879035904
279,452126299671121920
280,575959200162914304
281,569359364412313600
282,576480836788207616
283,432970475426545664
284,575613562971783168
285,570629829382377473
286,575957542137786368
287,576206728561172480
288,570850963986059264
289,575954406186721280
290,563844668937359360
291,572348198062170112
292,598049462670364672
293,446467010294071296
294,597343343513767937
295,572340758738432000
296,575639509351579649
297,563881519932907520
298,562710255046782977
299,565321299996995585
300,575595861415100416
301,575602575359107072
302,575635407926226944
303,565044276644438016
304,572337448337817600
305,574428068237996033
306,575962393789890560
307,575597221984346112
308,575954177802670082
309,575595564240269312
310,575608570374307840
311,574385973821231104
312,576672480238133248
313,576411367202287617
314,575596791594270721
315,570787142714028032
316,567939243340734464
317,570654564753371136
318,575597459298107392
319,572331317733429250
320,563184438465421313
321,573225372176687105
322,568202760270712832
323,575958044770598912
324,564669155383586816
325,563811825427296257
326,563752833304907777
327,568203742031392768
328,563588775280783360
329,565149192063307776
330,575603855100002304
331,568859851717156864
332,597101681772367872
333,482357449626636288
334,575952072027185153
335,572334548807073792
336,563122893794852866
337,575673673664757760
338,576472648391258112
339,575731154373885952
340,575596869138579456
341,542438491951333377
342,572336911362072576
343,572338780671107072
344,562859463003365376
345,572342831580237824
346,435098824252477440
347,568808545832935424
348,573225687248588801
349,575597352645304320
350,575604448724037633
351,575579627650969600
352,539839660080390145
353,575525729263304705
354,563418268451364865
355,563594363666579456
356,571772871367770112
357,573954591814873089
358,596826486725681152
359,599695883635044353
360,575609280230989824
361,576495101037314048
362,564227732750356481
363,416973275520962560
364,575959633568759809
365,564924842420350976
366,575952647007535104
367,564322083459432448
368,576042573027999744
369,575596023864631296
370,568674165852499968
371,410204938262695936
372,572356749941850113
373,568667078477000704
374,597139197632188417
375,564678601673416705
376,572332348986900482
377,565623363209793536
378,575597844612059137
379,575596540783284224
380,571357699801092096
381,576050935232733184
382,573630268025667584
383,597140974322593794
384,570819024373698560
385,570827074778238976
386,568317293689593856
387,575603180731568128
388,573224002795139072
389,569911381266296832
390,572279223525621760
391,568489526764675074
392,576468868446576640
393,563912149974515713
394,576399772183109632
395,596846102965420033
396,568436195966889984
397,574462678854332417
398,564680075564425218
399,568189637857910784
400,573268322696876033
401,575611480265003008
402,576503953174593536
403,575597163436072960
404,566307751669018625
405,574297913305661441
406,564677451616243712
407,588296672226058240
408,568230682536730625
409,576250016974532609
410,572339675144179712
411,575818254863765504
412,576356654503075840
413,570703619697192960
414,564269965260234752
415,562736780487974914
416,568202151110946816
417,572345019677351936
418,575949036504547328
419,603636868434010112
420,573182511292919809
421,425483568144322561
